,id,admiration, amusement, anger, annoyance, approval, caring, confusion, curiosity, desire, disappointment, disapproval, disgust, embarrassment, excitement, fear, gratitude, grief, joy, love, nervousness, optimism, pride, realization, relief,remorse, sadness, surprise, neutral, bad_string,tag_agreement,string,target_string,top_tag,total_tags
400,4239774,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"And yeah if he were like, well he played-- It's like if he was out here like just doing stupid stuff, but people wanted to chalk it up is always trying to keep baseball fun then so be it but it's just the fact that it's all of this like Philly stuff. It's like dude, you literally just got there.<b> And yeah if he were like, well he played</b> There he played there for like seven or eight years when he was with the Nets again.--4239774.0"," And yeah if he were like, well he played", confusion,1
858,14988962,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--I just like the idea of that if you like the killer bunny, right? <b> I like that idea. </b> You have here Ryan and his pet killer bunny. Oh boy, that would be even worse like oh look at that bunny there and then it tries to eat your face.--14988962", I like that idea. , approval,1
177,1577198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-So the expression is look before you live. <b> Before they make that decision. </b> That's the first one for today. Look before you leap is quite short is easy to remember and the meaning is not far-fetched.--1577198, Before they make that decision. , joy,1
595,9121364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--I mean no but choosing when you die <b> Just a sketch a plate. </b> Would you rather I just passed away peacefully in my sleep. All right, would you die defending the country from like an outside threat, so I noticed here ladies and gentlemen a true patriot right here get this man the Medal of Honor speaking of patriot.--9121364", Just a sketch a plate. , neutral,1
1313,26194659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--So, you know, you mentioning could they guard Auburn's best players for 40 minutes that the question was still definitely there to be seen but you saw the Florida from the first possession of the game for the first, you know up until the TV timeout first eight minutes and it was just like wow, like I'm not actually sure if this aubergines going to be able to score in Florida and ultimately know they really couldn't I mean it was a couple of those threes in the <b> But ultimately Auburn ends at 0. </b> 75 points per possession, even though they even had some of those ridiculous shot-making sprees and you know, if you're into Ken Palm, Florida just like broke Auburn's offensive efficiency on Kent bomb, I think entered the game in the twenties. I forget what the exact number was, but they're down to 42 like Florida just broke them.--26194659", But ultimately Auburn ends at 0. , disapproval,1
312,2924539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-There's the rich people and the to Elites are always fighting who should control Prague is like the classic place of the constant struggles between mclucas numbers two different factions Jewish Community usually one rich group against another it's group at also sometimes <b> Let me put it this way. </b> He married the sister. I think if I remember correctly of the Elia robber who's also a big grab our yummy may have heard that same freedoms quote is fairly often.--2924539, Let me put it this way. , neutral,1
215,22828386,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"We'll see if it happens or not.-- And I was like, I don't know. I don't know if this is gonna happen, you know, because I'm trying to get in shape to Pacer for Houston, which is like, I don't know.<b> We'll see if it happens or not.</b> It's going to be tight because Houston's coming up, you know, it's like, I think it's January 19th, I think so.--22828386.0", We'll see if it happens or not., optimism,2
128,12470533,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--Yeah, it's not funny. <b> Okay, that's not cool, you know and How does they got followers? </b>  You know, it's not you it's 90 go to the comments.--12470533"," Okay, that's not cool, you know and How does they got followers? ", neutral,1
1086,20467487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--A about Shawn and Marlon pop stole the show every single week see what the student with my beeps. <b> My track is getting out of hand. </b> We need to talk to you. Where I think my personal favorite was him in Boomerang where he played a father with, you know, a truly amazing personal style.--20467487", My track is getting out of hand. , neutral,1
23,1249897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-Like I'm not meant to just participate in the status quo time. <b> I think it's probably why I've like had 10 careers already at 31 is because I was just people-pleasing until I finally figured out who Kara is but wanting to step into your bigness and like get the food in the body stuff out of the way because that was what was really in our way for us. </b>  We want you want to support women and doing that.--1249897, I think it's probably why I've like had 10 careers already at 31 is because I was just people-pleasing until I finally figured out who Kara is but wanting to step into your bigness and like get the food in the body stuff out of the way because that was what was really in our way for us. , optimism,1
1563,32660179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hey were not supposed to win those games and yet they pull it out.-- Winning and the games that they're supposed to win. They always end up losing Detroit this year Green Bay Green Bay this year LA Rams last year.<b> They were not supposed to win those games and yet they pull it out.</b> Whereas I think that comes from under estimating the opponent and I don't know if that gets to them if they underestimate Dallas with jets loss this year or I mean the there--32660179., They were not supposed to win those games and yet they pull it out.,admiration,1
1033,19042648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"--And just letting myself go because for whatever reason I felt like I've achieved what I needed to achieve just because I don't know just gets like I thought I Found Love. <b> Just the whole situation feels like a lifetime ago. </b> But a lot of things happen to accelerate the growth in the healing process. you might have heard me say that this only took me a few months to heal from even though it's like the biggest darkest moment of my life, you know in a past took me like years or like a year to you know, start to get to a really good point in my healing process, but--19042648", Just the whole situation feels like a lifetime ago. , relief,1
625,9682716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--This is leading me into my class but wash you do so house is not like when you think beauty industry you think tan you think new makeup new pilots that's kind of washed. <b> But yeah, it's in Ireland. </b> It's about time and Glam and eyelashes. Yeah loads of makeup whereas Hollows is made in Ireland.--9682716"," But yeah, it's in Ireland. ", neutral,1
174,1546589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-They track down her family who denied that anything ever happened later. <b> They found no mention in local news reports of the car crash. </b> She claimed to have survived and in perhaps the strangest twist. Journalist discovered that pasture and Michelle were no longer just doctor and patient.--1546589, They found no mention in local news reports of the car crash. , annoyance,1
847,14705754,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"That was a fun field trip, but it didn't didn't feel a sticky this Jazzercise.-- Yeah going anywhere, but the the individual practitioners, I'm not sure it has that same element to it as what we were looking for. So it was a great one.<b> That was a fun field trip, but it didn't didn't feel a sticky this Jazzercise.</b> Like they have programmed a program that methodology.--14705754.0"," That was a fun field trip, but it didn't didn't feel a sticky this Jazzercise.", joy,2
198,20454475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--Okay, and I have a separate list of goals. <b> Better and also to allow me to become better for the people in my life. </b> So like it's about it's about a cruise in the quality was her I was saying I'm pretty great though. I'm not I mean, I know you're joking because you could get away with that lie in this room right now, but but no no, I hear what you're saying.--20454475", Better and also to allow me to become better for the people in my life. , neutral,1
1052,19547598,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"If you have a history of eating disorders that is usually the group of people that should not really do intermittent fasting and I mentioned that already both the binge restriction, especially if you have an eating disorder that can lead to that kind of binge cycle.-- People that shouldn't do intermittent fasting there are a group of these people as well. So if you're someone that needs regular energy intake, like if you're pregnant or breastfeeding and if you're you know young child and they're growing if you are someone that relies on medication that you have to take with food if you're diabetic or if you just have low blood sugar.<b> If you have a history of eating disorders that is usually the group of people that should not really do intermittent fasting and I mentioned that already both the binge restriction, especially if you have an eating disorder that can lead to that kind of binge cycle.</b> So it's really not something because people can get quite obsessive with it.--19547598.0"," If you have a history of eating disorders that is usually the group of people that should not really do intermittent fasting and I mentioned that already both the binge restriction, especially if you have an eating disorder that can lead to that kind of binge cycle.", disapproval,1
1452,29671320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--That's the culture and words India. <b> Yeah, that's what I heard a lot of good things about my friend. </b> When the last time is it truth. That's why I have an Indian friend.--29671320"," Yeah, that's what I heard a lot of good things about my friend. ", neutral,1
755,12606670,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"And for me, it's like stop everything get this done and-- It feels so good. But then on the other hand, it feels horrible when you've got that pile of crap sitting next to you while you're editing your videos where you got inbox with 200 emails in it.<b> And for me, it's like stop everything get this done and</b> and work on it.--12606670.0"," And for me, it's like stop everything get this done and", neutral,2
1341,26842399,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--But I promise you you're going to regret it if if you don't do and you're going to wonder why and how <b> How did your dad pass away what happened to him? </b> And I have to say I don't know or I have to say they think it was a heart attack, but I actually and I don't you know, I'm not gonna bring religion or anything into this.--26842399", How did your dad pass away what happened to him? , curiosity,1
6,554813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,-Nothing in the subconscious. <b> So that's free will. </b> That everything is up to you like at this moment. You can totally say hey guys.--554813, So that's free will. , neutral,2
192,18952929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"So I made a fucking video about it because it was easier to talk to a lens even knowing that they would, you know a couple hundred thousand people.-- It seems like you've had an easier time with with screen relationships. Like I couldn't even break it to my friends that I had been diagnosed with depression.<b> So I made a fucking video about it because it was easier to talk to a lens even knowing that they would, you know a couple hundred thousand people.</b> The other side of it that old Cyclops of a Canon 60D or whatever that that was more familiar and less painful than speaking to a human being who you have to watch feel things.--18952929.0"," So I made a fucking video about it because it was easier to talk to a lens even knowing that they would, you know a couple hundred thousand people.", pride,2
953,17254502,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, don't have the big kit.-- They didn't play with that Swagger and confidence and we just controlled the game the rest of the way out and beat them for the first time in like three four straight games in a row and I still remember that parents from the other team had said that single play won the game because our players were intimidated. They were worried about going into corners and and maybe potentially getting hit hard by the other player so well and let me let me be the balance on that I am<b> I don't have the big kit.</b> And so it's my my experience not to have be on the other end of that and I say that perhaps hockey is going to have to evolve to keep all the kids in the sport that what you like about it is where your kid is obviously has an advantage over everyone else and yet too many of those big kids running into little kids and you're going to have broken bones.--17254502., I don't have the big kit., disappointment,1
672,10528085,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ake that Brie Larson.-- I kind of wish we had watched more more of her to talk about her. But I guess we're really not going to talk about her at all.<b> Take that Brie Larson.</b> One more thing I noticed about her acting career was her first acting job which I found the clip of it was a little sketch on.--10528085., Take that Brie Larson., disapproval,3
1449,29637535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"So like the average speed for Grand Champs is just over 15,000 so I know in my heart of hearts if I want to ever make it to Grand champ playing faster is something that will be-- Old a chart from calculated dodgy which is just my favorite website. If you look at the average speed per rank, it goes up every single rank.<b> So like the average speed for Grand Champs is just over 15,000 so I know in my heart of hearts if I want to ever make it to Grand champ playing faster is something that will be</b> and so I'm thinking about that a lot.--29637535.0"," So like the average speed for Grand Champs is just over 15,000 so I know in my heart of hearts if I want to ever make it to Grand champ playing faster is something that will be", optimism,1
1476,30462708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"--You know any good morning, Miss Moss. <b> We have spent a lot. </b> We can't even snap the ball, you know, yeah and how ridiculous is that and and I got an excuse me, but Bryan Winters to me is not a start in God in the NFL when Winters has struggled mightily as a starter in the NFL and the product that they will paint him and having him start every I mean it would watching watching watching games with game film of winters basically always on his back foot always out of position always getting smashed and getting landed in Donald's lap all the time.--30462708", We have spent a lot. , realization,1
234,2146696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--It is is kind of the big quote of the story was as a part of The Hazing which was very sexual very rapey in nature. <b> I'm gonna Sandusky you which you would think with everything that happened with Penn State with the fact that the NCAA felt like they overstepped their bounds that they want a little bit too far. </b>  They're like, no, you know what this isn't the lesson that can be learned were being too punitive apparently not I don't even have like enough discussed in like II, you know, I know I lean towards Hyperbole and like exaggerated reactions, but like fuck every--2146696", I'm gonna Sandusky you which you would think with everything that happened with Penn State with the fact that the NCAA felt like they overstepped their bounds that they want a little bit too far. , anger,1
664,10401494,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"It's wish you'd run me over the tank and throw what's left in a wood chipper exit.-- I want Rami Malek to run me over with a bus run me over back up and run me over again, ma'am prayer hand emoji. This is with Taylor Swift.<b> It's wish you'd run me over the tank and throw what's left in a wood chipper exit.</b> Yeah, so it was just these like super violent fatalistic fantasies about people's favorite celebs.--10401494.0", It's wish you'd run me over the tank and throw what's left in a wood chipper exit., desire,1
1274,25438388,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,"Not carry that energy with us not a single step farther and this can work for any negative thought we must set this boundary for ourselves understand that all of your emotions are valuable valid and worthy of being listened to and responsibly acted upon your emotions.-- Every time we use negative self-talk, we are wearing that trail of negativity deeper and deeper within our brains until one day. We may be completely unaware that other possible paths even exist for dealing with a trigger our third and final goal is to stop the negative thought patterns that tend to follow our emotions dead in their tracks the second we feel them coming on we have to decide then and there that we are not going to accept them we<b> Not carry that energy with us not a single step farther and this can work for any negative thought we must set this boundary for ourselves understand that all of your emotions are valuable valid and worthy of being listened to and responsibly acted upon your emotions.</b> Are your body's way of saying hey something has to change here.--25438388.0", Not carry that energy with us not a single step farther and this can work for any negative thought we must set this boundary for ourselves understand that all of your emotions are valuable valid and worthy of being listened to and responsibly acted upon your emotions., optimism,3
161,1428089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-It doesn't cost Inner Circle members a dime to come to the actual event. <b> It's included in your inner circle membership your your monthly cost. </b> So it's hopefully that will be able that will enable everyone to come and participate because conferences like that just the ticket to get. The door hundreds and hundreds and hundreds of dollars really and so for our members it's free.--1428089, It's included in your inner circle membership your your monthly cost. , neutral,1
1209,23740829,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,o how did I find a manufacturer that would work with me a small brand out of Syracuse New York ordering the lowest amount.-- It's really it was a great time. Let's talk about a bit more of the nitty-gritty of the business and I want to specifically hone in on manufacturing.<b> So how did I find a manufacturer that would work with me a small brand out of Syracuse New York ordering the lowest amount.</b> I possibly could and I wanted it cheap.--23740829., So how did I find a manufacturer that would work with me a small brand out of Syracuse New York ordering the lowest amount., curiosity,1
72,22459695,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,e have a we have an extra player that we-- The Habs have 46 out of 50 contracts signed and they have a roster size of 24. I believe the roster size is a 23.<b> We have a we have an extra player that we</b> Have on the roster.--22459695., We have a we have an extra player that we,admiration,1
1286,25624824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,o this is the Super Bowl.-- We're doing here Google colorism in the Dominican Republic. That's all I have to say last topic guys.<b> So this is the Super Bowl.</b> It was rumored that re Adam.--25624824., So this is the Super Bowl., neutral,1
1542,32186205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--Don't yell, or I'll get very angry. <b> Would you you have to look your best for the party, you know a lot of pearls from class or going to be there in a few of them didn't think I could do this to you? </b> Oh, yes, we've noticed you. Well, maybe not in the way that you like.--32186205"," Would you you have to look your best for the party, you know a lot of pearls from class or going to be there in a few of them didn't think I could do this to you? ", neutral,1
243,27616471,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--They play in the second division have supporters you live in Madrid. <b> It's a nice experience. </b> You won't be for me one of my best football experiences, but I've been there enough times to say that it's a it's a nice nice day out obviously not comes quite expensive. I don't know if you found out yourself.--27616471", It's a nice experience. , approval,1
260,2433782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,"Maybe we won't hit absolute rock bottom but life happens whether we're ready for it or not.-- The school played by the rules colored within the lines then the world changes just like that. If we learn anything from the story of Chris Gardner, it's that bad luck could make things in our lives completely fall apart.<b> Maybe we won't hit absolute rock bottom but life happens whether we're ready for it or not.</b> And no matter how many times we fumbled it's still possible to pull ourselves back up and keep going towards our dreams no matter how crazy they might seem really.--2433782.0", Maybe we won't hit absolute rock bottom but life happens whether we're ready for it or not., pride,2
390,3939780,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"I've heard guys say this and it's like us, you know, sweetheart.-- You're treating yourself like shit because you haven't even connected in any way with this woman because you're afraid to and I see this when men come in either be my friend or know either. Fuck me or fuck off.<b> I've heard guys say this and it's like us, you know, sweetheart.</b> Yeah, you're so you're so terrified of being vulnerable, but you got to be willing to feel with a woman and a part of that is yeah, you might be confused.--3939780.0"," I've heard guys say this and it's like us, you know, sweetheart.", disappointment,2
1176,22879018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--You know, you look at the lien Walker's the Anthony Corbin's and and you look at how successful they out their schools and their representative work. <b> all this all this competitive juices and put it all out on on display and they do a great job and then you've got to create it all the skills coaches in all the parents that do early morning sessions and you got to credit them as well. </b>  You know, there's just endless supply when you go down there.--22879018", all this all this competitive juices and put it all out on on display and they do a great job and then you've got to create it all the skills coaches in all the parents that do early morning sessions and you got to credit them as well. , neutral,1
1053,19560440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--They've struggled through some of the issues with Jason sprigs, Don Barclay all the way back to Derek Sherrod and just so many others and it it just hasn't worked out. <b> The next thing on the list is actually one of their NFC East Rivals. </b> That's the Dallas Cowboys. The Cowboys a couple of years ago look like they were recreating the Great Wall of Dallas, but they've had some health issues Travis Frederick was banged up last year.--19560440", The next thing on the list is actually one of their NFC East Rivals. , neutral,1
1388,27985088,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Yeah, I've had people with complete atrophy on their body and after menopause when their body is so far down and you start-- Especially if you have an adrenal problem. Is it possible to get back the Lost buttocks chest when you begin to heal?<b> Yeah, I've had people with complete atrophy on their body and after menopause when their body is so far down and you start</b> Being with him you get him sleeping you get these the energy back the instance in the adrenals back get the health back get the food back in and then over time they actually get younger on the inside.--27985088.0"," Yeah, I've had people with complete atrophy on their body and after menopause when their body is so far down and you start", disapproval,2
328,3070238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-This one is say Hera and Jones The Kill see you or kill you see a camera off top. <b> You can Google it head over there. </b> And also just look around. I know there's a bunch of toy drives going on this weekend in the community and the MC side of the house.--3070238, You can Google it head over there. , neutral,1
1045,19272053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Just imagine that was a half an hour each way.-- Well and for 54 years I spent five. It's going each way now.<b> Just imagine that was a half an hour each way.</b> Yeah, I know the words to a lot more songs.--19272053.0", Just imagine that was a half an hour each way., optimism,1
1601,33646702,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--And of course just my online store for everything. <b> You guys I have no idea what I'm doing yet as far as like specials. </b> I'm sure I'll do something for products, but I don't know specifics. Now that Cyber Monday is in their kind of throws things off a little bit.--33646702", You guys I have no idea what I'm doing yet as far as like specials. , confusion,1
132,1200341,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-She has a midheaven in Virgo a Mercury in a query and Virgo a Venus in Virgo and a Mars in Virgo all in the 10th House of career Fame and honor and so what you'll see in your own chart as if you have any heavy Virgo placement somewhere that's where you can discover your inner critic and where you are tough on yourself. <b> You do have a perfectionist side. </b> Yeah and specifically in your charts and the 10th house which is the most public facing house. So is there a do you have any feelings of like I have to be perfect in the public?--1200341, You do have a perfectionist side. , pride,2
828,14260334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--I thought it was teaching us to Hakuna Matata and leave our worries. <b> So I mean for those who haven't seen it yet. </b> What would you rate this movie? Well, I'm going to give it a very big 9 out of 10.--14260334", So I mean for those who haven't seen it yet. , neutral,1
661,10385249,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Yeah, that is not what happened.-- So I go back to the toilet and you know, like when you have will flush a clogged toilet that I had it all likes rise within it stops.<b> Yeah, that is not what happened.</b> Oh, no surprising past the point of where it should have stopped and was coming damn near to the top of the toilet seat.--10385249.0"," Yeah, that is not what happened.", disappointment,1
275,2571045,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Like I just don't have like 45.-- So we opened up this safe space and I gotta say, you know, I want to preface it by saying we got too many for us to play. Otherwise, it's going to be, you know, ten straight minutes of SOB stories, which is not you know, what anybody wants to listen to so I did have to cut a few and I'm sorry, I apologize to those people who had to be cut some of them were just good, but they were just too long.<b> Like I just don't have like 45.</b> Atkins worth you know, I'm saying sorry, but shout out to everybody who submitted one we did offer a free copy of Madden to the winner.--2571045.0", Like I just don't have like 45.,remorse,2
1397,28224332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--What her life as a single mother with two live-in nanny consists of like not sleeping driving the kids around feeding them Etc and she's emphasizes that she does all of this by herself again. <b> We see that her mother and her sister are always there for her kids as big moment, whether it's tova's first day of school. </b> I'm something going on with Stella's house. Like you name it those two are consistently there for Briana and it's time she stops trying to take it away from them because how else can--28224332"," We see that her mother and her sister are always there for her kids as big moment, whether it's tova's first day of school. ",admiration,1
1098,20872746,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"In any situation or not a drinker and you're just like hey, I know you guys accounted for about $200 of this bill.-- So but it's like if people are going to Vibe with that then you don't go out to eat with him anymore. But also, I don't know what's wrong with just like again don't feel cheap.<b> In any situation or not a drinker and you're just like hey, I know you guys accounted for about $200 of this bill.</b> Well, yeah, what the fuck can we all say?--20872746.0"," In any situation or not a drinker and you're just like hey, I know you guys accounted for about $200 of this bill.", disappointment,2
75,675736,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-I like that a lot. <b> There are objective points. </b> There are also secondary objectives that you can score each round and at the end of the game you have a total of points. And then at the end of the all three rounds Whoever has the most points wins the tournament if there is a tie you go to and this is what cost me the game you go to your army painting values.--675736, There are objective points. , approval,1
1603,33698045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Yeah, there's discrepancy of only two levels between all of them.-- You'll notice Churchill is now my number one and that's because he's coming fresh out of ko Ang every single Pokemon in Misty's gym, right? But they were all very level.<b> Yeah, there's discrepancy of only two levels between all of them.</b> Yeah, and so remind me what your lowest level is 16 and your highest level 18, we're on different paths that doesn't Journey.--33698045.0"," Yeah, there's discrepancy of only two levels between all of them.", neutral,1
1196,23427549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--men's raised voices coming from downstairs <b> But then you hear something new if you didn't know better, you'd swear some sort of sword fight is going on down below you what on Earth is happening. </b> You don't want to run downstairs to see after all. You don't want to get caught up in a bar fight.--23427549"," But then you hear something new if you didn't know better, you'd swear some sort of sword fight is going on down below you what on Earth is happening. ", neutral,1
175,1555619,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--Okay, explain what the battle healer is then? <b> Yeah, that was an amazing explanation. </b> So the battle Hiller is the new car coming on Monday. I believe is it coming Monday for the nursing?--1555619"," Yeah, that was an amazing explanation. ", approval,1
549,8025250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--I hope everyone's stories can truly inspire you to get out of your comfort zone and live your life. <b> We have re vanacore otherwise known as Ray Bans right is a musician and mechanical engineer for the last nine years. </b> He has been making rap music in is just now starting to find his place within the music industry garnering over 1 million streams in 2018 on Spotify alone right is hoping to keep up that momentum with his most recent album titled Lazy Boy 2019 is far from over for Ray. In fact, he had so much to say--8025250", We have re vanacore otherwise known as Ray Bans right is a musician and mechanical engineer for the last nine years. , neutral,1
296,2731513,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--Get up and I'm like, I'm right behind you bro. <b> That was a fun fun of it. </b> So y'all actually took a trip not too long ago and I went to San Antonio I was that and how did this come about I had how did your plan because he was during the time that he esta was going on and we just kept on the hey, let's go let's go but we're all busy like those weekends. You know, that's what something always came up.--2731513", That was a fun fun of it. , amusement,1
46,2364428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--So it's crew Carta, but the thing about you know, this is it is like only for people who care about premium materials, right? <b> If you don't care about, you know, having the best knife steel or the Nicest feeling handle material then. </b> It doesn't really matter to you that much. It matters a lot to us because we're that.--2364428"," If you don't care about, you know, having the best knife steel or the Nicest feeling handle material then. ", disapproval,1
147,14608875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--We're gonna do this together. <b> Call a condom Jujitsu Jesus and I just want to let you know this is the guy. </b> Oh my God, we don't want to offend anybody. We don't mean anything, you know religious by it, but it's just the fact that he's got such a loving Spirit.--14608875", Call a condom Jujitsu Jesus and I just want to let you know this is the guy. , neutral,1
977,17624266,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"If you hand write them according to research from Indiana University to learn something means you have processed.-- She work more efficiently and you don't Tire as easily says nothing. You also function better mentally 10-point hand write notes to boost your brainpower write notes memory typing notes enables you to jot down more material, but you're more likely to remember those notes.<b> If you hand write them according to research from Indiana University to learn something means you have processed.</b> It says a doctor tophi and when you take handwritten notes you--17624266.0", If you hand write them according to research from Indiana University to learn something means you have processed., realization,2
