id,admiration, amusement, anger, annoyance, approval, caring, confusion, curiosity, desire, disappointment, disapproval, disgust, embarrassment, excitement, fear, gratitude, grief, joy, love, nervousness, optimism, pride, realization, relief,remorse, sadness, surprise, neutral, bad_string,tag_agreement,string,target_string,top_tag
1806558,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-Here's the thing is bigger than you because Jesus has to be the center of attention. <b> That means that you can't be trusted. </b> You can't be trusted with the glory of God if you love attention. You have to understand that John the Baptist had big crowds.--1806558, That means that you can't be trusted. , disappointment
1820666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--Hey, hey, we're trampled by the rest, but they we will remember them forever carry on their name of Charity and Goodwill. <b> They're keeping the memories of Chessie leucine Samantha live. </b> They got commemorative tattoos as you do. Do and then and then of course Jessica Ali the leaders that were later usurped by Sam and Daniel.--1820666", They're keeping the memories of Chessie leucine Samantha live. , neutral
1831274,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"So yeah, you stick with it pretty well, beautiful.-- Yeah, definitely try it out for a few months if that's reassuring out it definitely helps keep you on track and You want to waste your money?<b> So yeah, you stick with it pretty well, beautiful.</b> So I'm just going to put a nice little bow tie on this nutrition conversation.--1831274.0"," So yeah, you stick with it pretty well, beautiful.",admiration
1831683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-We have Stephanie Jankowski. <b> She's a writer director. </b> She's a mom and wife Stephanie. Did I leave anything out?--1831683, She's a writer director. ,admiration
1839510,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"You know, I think in the case of United States and the UK, they I mean as as a country, I think South Africa is like probably ten years behind 15 years behind in terms of infrastructure bold.-- Way that infrastructure has been bolts in particular countries. It's dependent on whether your city or country is very mobile dependent.<b> You know, I think in the case of United States and the UK, they I mean as as a country, I think South Africa is like probably ten years behind 15 years behind in terms of infrastructure bold.</b> They have a totally different way of using the platform and we all have similarities.--1839510.0"," You know, I think in the case of United States and the UK, they I mean as as a country, I think South Africa is like probably ten years behind 15 years behind in terms of infrastructure bold.", disappointment
1842765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Pay attention to which way we came.-- We are outside of Roanoke Pittsburgh, Pennsylvania. Where in Chicago on a bus on our first train ever were in Virginia in the I don't know.<b> Pay attention to which way we came.</b> We have been driving for 11 hours.--1842765.0", Pay attention to which way we came., fear
1851636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--Are they not going to show up? <b> Yeah, we're going to be there. </b> Okay, so they are going to play because good. He's gonna find some funds and pay them right?--1851636"," Yeah, we're going to be there. ", neutral
1852507,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-Modify is but on Spotify. <b> So you do not need to have a premium account Spotify has a huge catalogue of podcast on every topic including the one that you're listening to right now on Spotify. </b> You can follow your favorite podcast. So you never miss an episode premium users can download episodes to listen to offline wherever you are and you can also easily share what you're listening to with your friends on Instagram.--1852507, So you do not need to have a premium account Spotify has a huge catalogue of podcast on every topic including the one that you're listening to right now on Spotify. , approval
1861256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-It's because they don't know what's around them. <b> They don't want to lose the ball and Give up a goal. </b> So they just safe. They think it's safe to just they just want to kick it away get it away from themselves get it out of trouble.--1861256, They don't want to lose the ball and Give up a goal. , neutral
1873400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--My name is Owen and I'm as excited as the world's highest of dervishes because my dear dear friends. <b> Compound is a podcast dedicated to the worldwide Liverpool FC family and thus our doors are always flung wide open to all so please do get in touch if that sort of thing. </b> But as your sandwich, we are available on Twitter at cop on podcast or via email cop on podcast at gmail. com on today's episode.--1873400", Compound is a podcast dedicated to the worldwide Liverpool FC family and thus our doors are always flung wide open to all so please do get in touch if that sort of thing. , neutral
1877182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-I'll just let it sit for 5 minutes 10 minutes hour a day if it's pissing me off and then I'll revisit it after I've had some time to distract myself breathe eat drink water go to the bathroom take a walk and I'll come up with a response if it even needs a response. <b> Talk to their office. </b> Talk him out and say okay. Let's talk about this.--1877182, Talk to their office. , neutral
1888934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-I know you're making a way in my life. <b> And I pray that that's true that your word is true and agreed with in the life of every person listening to this conversation. </b> Give us the grace to claim that for ourselves. And give us the vision the heavenly perfect vision to see you at work in our lives.--1888934, And I pray that that's true that your word is true and agreed with in the life of every person listening to this conversation. , fear
1901246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-We played the Buddy hield Team. <b> We got to over time. </b> We lost I was literally in the stall crying like I was pissed off at myself like at us because I was like probably had him we had the game Bubble and one of our like Guys or somebody was like calm down bro.--1901246, We got to over time. , neutral
1906129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,"--And then there's rock crawling all within the same area. <b> So what I did is when I was in Ocotillo Wells for guys trip a few weeks ago. </b> I was talking to a buddy and he had a 33 gallon fuel drum with a pump on it and he offered to sell it to me. No, I bought it for a hundred bucks and I had a 33 gallon fuel drone with a pump on it.--1906129", So what I did is when I was in Ocotillo Wells for guys trip a few weeks ago. , neutral
1914961,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-He was trying to hide her away from everyone thinking that she was going to bring them down. <b> Do you think it was her faith that the people identified with or the struggle and difficult life that she had that the people identify think it was a combination of who she was as a person and how how honestly and sincerely that article was written right? </b> It did not hide. So what the royal family did was it exposed because they tried to--1914961, Do you think it was her faith that the people identified with or the struggle and difficult life that she had that the people identify think it was a combination of who she was as a person and how how honestly and sincerely that article was written right? , curiosity
1923312,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,-He pulls the couch up himself up the stairs and he drags it into the corner and as he drags it into the corner. <b> so he opened picks up the cushion to straighten out the spring to see if the couch is not even worth keeping and he sees wrapped up amongst the Springs. </b>  He reaches his hand and pulls it out and unfolds it and he sees bills stacked with rubber bands 20s 50s hundreds.--1923312, so he opened picks up the cushion to straighten out the spring to see if the couch is not even worth keeping and he sees wrapped up amongst the Springs. , curiosity
1946989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,-We do or might have a cheat me at all. <b> I think I'm at a point now where I've Got The Willpower enough to be able to diet to the point to I just keep going and going and going I don't need I don't need a reason. </b> I don't need a TV doesn't control you you control food. I mean don't get me wrong.--1946989, I think I'm at a point now where I've Got The Willpower enough to be able to diet to the point to I just keep going and going and going I don't need I don't need a reason. , pride
1948176,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-It was just a conversation over a glass of wine on the cold beer. <b> How many hours he slept how many light sleep stages? </b> He got how many Awakenings is got there's no data whatsoever that fastest man on the planet. Somebody goes quickie or the fastest marathon we dont know doing--1948176, How many hours he slept how many light sleep stages? , curiosity
1966981,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"I think I think if you look great in the nerdy, but you hate yourself mentally.-- It's you know, yes, it's great to have those goals. But ultimately making yourself feel better mentally is huge.<b> I think I think if you look great in the nerdy, but you hate yourself mentally.</b> Yeah, which I think you know is a be a really good thing to talk to is it Catherine?--1966981.0"," I think I think if you look great in the nerdy, but you hate yourself mentally.", approval
1972238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-It's been amazing having <b> And personally I just took away lots of messages that I needed to hear I think so. </b> Thank you so much for coming on the show Absolutely. Thanks so much for inviting me guys.--1972238, And personally I just took away lots of messages that I needed to hear I think so. , gratitude
1978344,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-I guess it's what you put into it kind of that is what you get out of it. <b> I just feel like we rely too much. </b> I feel like this is like a little bit of like a grumpy old grandma. But pinion on social media is like why can't we just go out and talk to someone?--1978344, I just feel like we rely too much. , disapproval
1996221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-Let's say it can't for just one second because as we all know Hannah has a limited number of roses to give out every single episode but are fantastic viewers at home. <b> You guys can fall in love with all the shows across all of AfterBuzz networks because you all know that we cover after shows for all of your favorite shows. </b> No matter what genre tub. I can't even speak and we love seeing you guys in the chat just like lies that Joseph Renee Misha Amaya Avalon.--1996221, You guys can fall in love with all the shows across all of AfterBuzz networks because you all know that we cover after shows for all of your favorite shows. , neutral
2001587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,- <b> Welcome to Tina cast. </b> We are going to talk about Joe from you and astrology culture because I am a big fan or I'm not a big fan like you're not a fan of astrology but I am a astrology nerd and I believe in astrology and people who claim that it is bullshit don't know enough about it to have an opinion in my opinion because if you read books about astrology you realize that it's not it's not like when you meet a person and you can guess I thought I was and it's not like you're like judging the person based on their so DX sign it there's so much more to a person than their sun sign.--2001587, Welcome to Tina cast. , neutral
2005801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-As we reduce the roots of greed and anger. <b> So these things work back and forth back and forth. </b> They deconditioned each other and right mindfulness is playing this key role. It's like a negotiator in a hostage situation.--2005801, So these things work back and forth back and forth. , realization
2016209,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-You want to get better at the games you already play or discover the games other people are playing you are in the right place Greg and Ray welcome you to the third floor and the tabletop talk broadcast Craig here on the third floor today. <b> I miss hearing about malifaux from Australia. </b> There was a period of time and second edition where I think it was a rule that if you played malifaux you had to have a podcast but the that cotton has been pretty silent since we've been in Third Edition. So having somebody from this part of the world has been long overdue.--2016209, I miss hearing about malifaux from Australia. , caring
2018092,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"I can't handle this right now.-- I was I couldn't control my emotions at that point. I was like, this is so powerful.<b> I can't handle this right now.</b> I don't even want to look and everyone in the theater was just so tense and quiet and I felt it and everyone's like this is this is tough.--2018092.0", I can't handle this right now., disapproval
2027956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-We feel in a bigger place a place that gives us strength to persevere and now let every unpleasant thing that happens ruin our day assuming we are going about our everyday lives with the usual stressors and upsets gratitude can become a habitual way of thinking in our lives just as easily. <b> We change our hyper focus on the things that are bothering us and we expand to see the entire Vista of Our Lives. </b> We stopped looking just for the faults and also look for what is wonderful and glorious in the moment. This is beyond being an optimist instead of a pessimist.--2027956, We change our hyper focus on the things that are bothering us and we expand to see the entire Vista of Our Lives. , gratitude
2034927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"--It was a moral victory. <b> I can definitely beat her running but there's no way there's no freaking way. </b> And as you saw in the video I dominated what is closed. Yeah, no wasn't showing what?--2034927", I can definitely beat her running but there's no way there's no freaking way. , pride
2063513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-You know what I mean? <b> Close it's like little lasagna bumps. </b> It just got to go up and down. That's why I don't let him in heaven.--2063513, Close it's like little lasagna bumps. , neutral
2068664,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-It's always our busiest time. <b> It allows me my girlfriend to travel and the bus and kind of be free I guess do you like Have a workshop where you make yeah. </b>  I love I lost the audio from you.--2068664, It allows me my girlfriend to travel and the bus and kind of be free I guess do you like Have a workshop where you make yeah. , approval
2072145,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--He saw that man, right? <b> They were like a right it wasn't A haunting thing or anything like that. </b>  It was all yeah.--2072145", They were like a right it wasn't A haunting thing or anything like that. , disapproval
2097719,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-Still I called Taylor you enjoyed any songs off of this album. <b> I really liked Miss Americana and the Heartbreak Prince I liked. </b> Cornelia Street and soon you'll get better. I think those are my the standouts for me problem for sure.--2097719, I really liked Miss Americana and the Heartbreak Prince I liked. ,admiration
2098769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hat is one giant orange.-- If you will now that you mention it. I actually I come from a planet.<b> That is one giant orange.</b> I guess I don't let play guitar running around with orange Orchard.--2098769., That is one giant orange.,admiration
2146696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--It is is kind of the big quote of the story was as a part of The Hazing which was very sexual very rapey in nature. <b> I'm gonna Sandusky you which you would think with everything that happened with Penn State with the fact that the NCAA felt like they overstepped their bounds that they want a little bit too far. </b>  They're like, no, you know what this isn't the lesson that can be learned were being too punitive apparently not I don't even have like enough discussed in like II, you know, I know I lean towards Hyperbole and like exaggerated reactions, but like fuck every--2146696", I'm gonna Sandusky you which you would think with everything that happened with Penn State with the fact that the NCAA felt like they overstepped their bounds that they want a little bit too far. , disapproval
2148040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-He hiked up the cliffs and soon stumbled upon a set of Mochi steps. <b> Crystal took this as a positive sign and followed them to a series of sandstone tunnels into the Cliffside itself Crystal reported back that one of these tunnel entrances was blocked with a stone wall a wall that had been seemingly made by hand. </b> This was enough to stir up excitement in Kanab Crystal return to the cliffs with a team of treasure Hunters if there were handmade stone walls blocking the tunnels Crystal and his Hunters knocked them down forever hiding the truth from his They delve into the caverns their excitement only ramped up when the tunnels led to even more small Chambers.--2148040, Crystal took this as a positive sign and followed them to a series of sandstone tunnels into the Cliffside itself Crystal reported back that one of these tunnel entrances was blocked with a stone wall a wall that had been seemingly made by hand. , neutral
2148648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-The radio had been turned to 2182 the emergency distress frequency. <b> Someone had clearly tried to call for help recall that it was Captain Miller who prevented inspectors from a praising the radio on the joyita before the ship set sail if the superintendent had been able to see the radio then the joyita may have avoided it's uncertain fate the radio isn't the only faulty issue that can be laid at Dusty Miller's feet recall the billowing black smoke from one of the engines that forced the joyita to delay its journey by a day Miller had claimed it was only rust buildup that caused the smoke but the investigators found that the port side engine of the ship was completely out of And evidenced clearly by a disconnected propeller shaft. </b>  It's unlikely that the crew would have attempted such an extensive repair during of which which means the engine had been in the process of being repaired before Miller signed on to travel to tokelau.--2148648, Someone had clearly tried to call for help recall that it was Captain Miller who prevented inspectors from a praising the radio on the joyita before the ship set sail if the superintendent had been able to see the radio then the joyita may have avoided it's uncertain fate the radio isn't the only faulty issue that can be laid at Dusty Miller's feet recall the billowing black smoke from one of the engines that forced the joyita to delay its journey by a day Miller had claimed it was only rust buildup that caused the smoke but the investigators found that the port side engine of the ship was completely out of And evidenced clearly by a disconnected propeller shaft. , neutral
2151469,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,xactly and I miss something here looking back in the chat history at Tyler James had an update on claypole Claypool said that he was fine.-- That's that's we don't need one. Is hard for New Mexico week?<b> Exactly and I miss something here looking back in the chat history at Tyler James had an update on claypole Claypool said that he was fine.</b> He said he attributed his little slow exit and barely getting up that it was just a long run and he was tired.--2151469., Exactly and I miss something here looking back in the chat history at Tyler James had an update on claypole Claypool said that he was fine., approval
2177948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-Oh because I'm there. <b> I'm an actor right now. </b> I was looking on your Instagram and I saw like it you have a brother in law's a surf instructor. So are you a big Surfer to go down and ride waves and do all those California things that is that is the main California thing that I do.--2177948, I'm an actor right now. , neutral
2184664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-We have style leaders and one of my other girlfriends is leading this brigade on us kind of organizing our homes and feeling really good in every space that we're in because it brings her so much joy that she's lending her knowledge back to me on how to make my home that same way and it's really cool because she's educated yourself on how to organize. <b> No matter what you're going through. </b> So all I'm asking is if you're having financial trouble pick up a damn book on financial trouble and educate yourself until you can't see straight anymore until your credit score is 750 don't stop educating yourself if your relationship sucks pick up a book. I'm not a New York best-selling author and I don't claim to be but I can point you in the direction of about a thousand and so can Google it's not just me.--2184664, No matter what you're going through. , neutral
2205091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-there nobody's going to put you in a situation where you're like feeling sick and like you have to perform somehow and and so I was able to look at that and go I know God's calling us to go there for all of us to go and so just stepping out in that and just knowing and like God totally showed up and had so many awesome things happen at Christmas time in Vegas. <b> I'm this is just one example of Check the many lessons that I've learned about slowing down and healing and hitting emotional Wellness like head on and then of course the like physical health like head on as well of you of your mom of your grandma. </b> I mean your whole family. Yeah my family the the women in my family are all going through some health stuff right now.--2205091, I'm this is just one example of Check the many lessons that I've learned about slowing down and healing and hitting emotional Wellness like head on and then of course the like physical health like head on as well of you of your mom of your grandma. , pride
2208430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"We're going to met you if I didn't live here.-- Do you though you don't move? It's a necessary evil right now.<b> We're going to met you if I didn't live here.</b> That is the fundamental a lot of big corners, but it would appear the love-hate relationship in New York or stronger speaking grown stronger.--2208430.0", We're going to met you if I didn't live here., optimism
2211923,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"I believe so almost a week from when we're recording this and yeah, it's really Nick to has an incredible way with words.-- I think it's like it's actually I have Nick Carter's recent post in our show notes, which I think does a really you did a really good job highlighting that Bitcoin as a Yeah, that's a great segue post Nick drop that last Saturday.<b> I believe so almost a week from when we're recording this and yeah, it's really Nick to has an incredible way with words.</b> If you haven't read the piece yet.--2211923.0"," I believe so almost a week from when we're recording this and yeah, it's really Nick to has an incredible way with words.",admiration
2252977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-Whatever has happened in your life. <b> Only one of those choices will lead to a great life change your week choices or strong choices and you'll be proud of the self you have made. </b> Made trade your excuses for responsibility trade your inaction for Action trade. You're blaming for self-examination trade your wasted time for learning time change your bad habits for things that take you one step closer to a life.--2252977, Only one of those choices will lead to a great life change your week choices or strong choices and you'll be proud of the self you have made. , pride
2258289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-In which in Romania you as a medical student and I think you saw this in the hospital most of the doctors do not know how to obtain a vascular access if they have a patient that needs CPR or needs other medication they don't <b> So Baba was created as a teaching Association. </b> We have two or three seminars per year in which we learn residents and doctors anesthesiologist nephrologist cardiologist about peripheral and Central. Central venous access they also trained nurses.--2258289, So Baba was created as a teaching Association. , neutral
2289609,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-a customer profile or a Persona in a way that you can do it. <b> Who is the person that is most likely to purchase your product or service right? </b> So let's start with an example. Now I'm using example.--2289609, Who is the person that is most likely to purchase your product or service right? , curiosity
2314252,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--But then again we're going to find out in May it could be a completely new car too. <b> First of all, I mean we didn't report on this but Wizards just kind of being kind of douchey again, but because they went out of their way about two weeks ago to say, hey, we're going to remove the MSRP. </b> We are no longer going to provide MSRP. And come to find out this new this new modern set.--2314252"," First of all, I mean we didn't report on this but Wizards just kind of being kind of douchey again, but because they went out of their way about two weeks ago to say, hey, we're going to remove the MSRP. ", disapproval
2318726,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"How when did you you know, when did you decide?-- What made you want to take a break? What was you know, how was it boiling up?<b> How when did you you know, when did you decide?</b> I know you're very close with Tim.--2318726.0"," How when did you you know, when did you decide?", curiosity
2320744,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--Well, let me ask you something that going back to because you you were talking about offer. <b> Yeah, what what what makes it compelling and why is it so hard to get that information? </b> Because it major gifts. Jeff and I are in our team are always talking about you need to have a you need to have an effective donor offer for a major Wilner to engage with but what makes it compelling and why is it hard to make to get that information?--2320744"," Yeah, what what what makes it compelling and why is it so hard to get that information? ", curiosity
2331749,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Yeah, when a bit with break off in the bottom.-- It was like his way. It was a cold sake sludge, but I kind of liked it.<b> Yeah, when a bit with break off in the bottom.</b> I mean that describes the people more than I hate when you put a pit bull in teed it breaks off.--2331749.0"," Yeah, when a bit with break off in the bottom.", disappointment
2332210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-They like in the privacy of their own home no in but obviously that's impossible. <b> This is a way that you can actually enjoy sports exactly. </b> This is my sport. These are my teammates--2332210, This is a way that you can actually enjoy sports exactly. , neutral
2343544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-His boss must have forgotten something. <b> All the chairs on the opposite side of the room were arranged into a pyramid. </b> It looked precarious yet. Somehow solid like it took a long time.--2343544, All the chairs on the opposite side of the room were arranged into a pyramid. , neutral
2346872,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-You have to change your mindset from being a dreamer to also being a doer because it's great to dream big but planning can lead to paralysis and perfectionism is the pretty word for procrastination. <b> Everything won't be perfect until you start sculpting and molding and perfecting. </b> It's not just going to magically appear one day and be perfect. 05 manual on how to be doing not just a dreamer point one.--2346872, Everything won't be perfect until you start sculpting and molding and perfecting. , disapproval
2349297,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"anyway, so I didn't deal with that until I got arrested for my to once I remember going into jail and being like this is it my soul felt free being forced to be in jail for 90 days was like nice, but I also was like really needing help.-- I have like ADHD OCD type situations, and I remember I told you I had a BLT which means Ben likes tacos. just over shopping that<b> anyway, so I didn't deal with that until I got arrested for my to once I remember going into jail and being like this is it my soul felt free being forced to be in jail for 90 days was like nice, but I also was like really needing help.</b> Yeah, I got to stop.--2349297.0"," anyway, so I didn't deal with that until I got arrested for my to once I remember going into jail and being like this is it my soul felt free being forced to be in jail for 90 days was like nice, but I also was like really needing help.", disappointment
2355268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-So that on the coldest day of the year the spirits have somewhere to reside and food for this day and night just to point out. <b> I've got weaker by Harmony nice because out of all the witchy books that I've got. </b> This book is really really good in words to the Sabbath--2355268, I've got weaker by Harmony nice because out of all the witchy books that I've got. , neutral
2358623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--That would be the case. <b> Her name is Ivy like I grew up with her. </b> She's one of my best friends and this like she's one of the nicest people I know but when she's walking on the street, like know people won't even approach her because she looks literally like she's like in the mood to Kill Ya and like you talked to her about it. I was like, you know you--2358623", Her name is Ivy like I grew up with her. , neutral
2407815,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-It's important to focus on the benefits and not just the immediate task when you married your spouse. <b> You married his past and his future and together. </b> It is your responsibility and honor to make your right now as good as it can be that goes for you too. If your husband or wife asked you to read this post take the hint.--2407815, You married his past and his future and together. , disapproval
2420639,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,t makes me feel good when they're positive.-- You can do that wherever you podcasts or a rating or however these things work. I like reading them.<b> It makes me feel good when they're positive.</b> It lets me know what you don't like when they're negative.--2420639., It makes me feel good when they're positive., approval
2425513,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-Early given me some bomb-ass experiences and memories that I will cherish for the rest of my life. <b> Those were my two places that I had always wanted to go when I was a little girl. </b> So being able to see those things people their culture how they live every day the craziness to it was it was definitely an experience.--2425513, Those were my two places that I had always wanted to go when I was a little girl. , desire
2433690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,-I am so excited to get you into the first full-featured episode of the simmers digest podcast. <b> So let's get right into the show. </b> I would like to share. With you all the very first ever simmer feature.--2433690, So let's get right into the show. , neutral
2433782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,"Maybe we won't hit absolute rock bottom but life happens whether we're ready for it or not.-- The school played by the rules colored within the lines then the world changes just like that. If we learn anything from the story of Chris Gardner, it's that bad luck could make things in our lives completely fall apart.<b> Maybe we won't hit absolute rock bottom but life happens whether we're ready for it or not.</b> And no matter how many times we fumbled it's still possible to pull ourselves back up and keep going towards our dreams no matter how crazy they might seem really.--2433782.0", Maybe we won't hit absolute rock bottom but life happens whether we're ready for it or not., optimism
2439093,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"They were very much matched by the British Spitfire not just an ability, but also in numbers the British had absolutely ratchet at this all up and they had lots of planes going on and also the British had been working on technology that the kind of the Germans had managed to develop that yet.-- It will make short work of the British RAF. They don't stand a chance and it just because going thinks his planes are superior and just better and there's more of them, but that's not really the case.<b> They were very much matched by the British Spitfire not just an ability, but also in numbers the British had absolutely ratchet at this all up and they had lots of planes going on and also the British had been working on technology that the kind of the Germans had managed to develop that yet.</b> They had radar and ground control system.--2439093.0"," They were very much matched by the British Spitfire not just an ability, but also in numbers the British had absolutely ratchet at this all up and they had lots of planes going on and also the British had been working on technology that the kind of the Germans had managed to develop that yet.",admiration
